location_id,location_name,region,drug_id,drug_name,category,criticality,safety_stock,total_demand,total_fulfilled,stockout_records,unfulfilled_qty,fill_rate_pct,stockout_rate_pct,avg_closing_stock,stock_vs_safety_stock
2,Central DC,Central,25,Drug 25,Analgesic,Standard,807,60270,52742,58,7528,87.50954040152646,15.89041095890411,645.2219178082191,-161.77808219178087
3,West DC,West,1,Drug 01,Analgesic,Critical,959,40579,39473,12,1106,97.27445230291531,3.287671232876712,666.9808219178083,-292.01917808219173
3,West DC,West,2,Drug 02,Antibiotic,Critical,428,31277,30225,19,1052,96.63650605876522,5.205479452054795,384.2082191780822,-43.791780821917826
3,West DC,West,3,Drug 03,Cardiac,Critical,1007,44698,42122,25,2576,94.23687860754396,6.8493150684931505,676.0602739726028,-330.9397260273972
3,West DC,West,4,Drug 04,Diabetes,Critical,841,46068,43839,21,2229,95.16150039072676,5.7534246575342465,645.0712328767123,-195.92876712328768
3,West DC,West,5,Drug 05,Respiratory,Critical,401,19188,18733,13,455,97.62872628726288,3.5616438356164384,295.65205479452055,-105.34794520547945
3,West DC,West,6,Drug 06,Gastro,Critical,975,53674,51136,21,2538,95.27145359019265,5.7534246575342465,731.4575342465754,-243.5424657534246
3,West DC,West,7,Drug 07,CNS,Critical,204,15370,13770,43,1600,89.59011060507483,11.780821917808218,166.46849315068494,-37.531506849315065
3,West DC,West,8,Drug 08,Vitamin,Critical,750,36712,35177,18,1535,95.81880584005229,4.931506849315069,537.9616438356164,-212.03835616438357
3,West DC,West,9,Drug 09,Analgesic,High,1072,42786,41808,10,978,97.7142055812649,2.73972602739726,736.0465753424658,-335.95342465753424
3,West DC,West,10,Drug 10,Antibiotic,High,611,27445,26679,16,766,97.20896338130807,4.383561643835616,423.76164383561644,-187.23835616438356
3,West DC,West,11,Drug 11,Cardiac,High,363,27439,25131,39,2308,91.58861474543534,10.684931506849315,309.3424657534247,-53.657534246575324
3,West DC,West,12,Drug 12,Diabetes,High,686,32048,31265,14,783,97.55678981527709,3.835616438356164,489.958904109589,-196.041095890411
3,West DC,West,13,Drug 13,Respiratory,High,466,27857,24226,57,3631,86.96557418243171,15.616438356164384,320.386301369863,-145.61369863013698
3,West DC,West,14,Drug 14,Gastro,High,1028,55408,52722,20,2686,95.15232457406873,5.47945205479452,776.227397260274,-251.77260273972604
3,West DC,West,15,Drug 15,CNS,High,602,32216,30921,18,1295,95.98025825676683,4.931506849315069,462.3232876712329,-139.6767123287671
3,West DC,West,16,Drug 16,Vitamin,High,354,16629,16313,9,316,98.09970533405496,2.4657534246575343,263.45753424657534,-90.54246575342466
3,West DC,West,17,Drug 17,Analgesic,High,394,18487,18072,12,415,97.75517931519447,3.287671232876712,279.65479452054797,-114.34520547945203
3,West DC,West,18,Drug 18,Antibiotic,Standard,1136,49182,47717,16,1465,97.02126794355658,4.383561643835616,769.213698630137,-366.78630136986305
3,West DC,West,19,Drug 19,Cardiac,Standard,809,49925,48235,16,1690,96.61492238357536,4.383561643835616,664.972602739726,-144.02739726027403
3,West DC,West,20,Drug 20,Diabetes,Standard,414,28909,26881,31,2028,92.98488360026289,8.493150684931507,338.2931506849315,-75.7068493150685
3,West DC,West,21,Drug 21,Respiratory,Standard,1079,48086,47498,5,588,98.77719086636444,1.36986301369863,798.8712328767124,-280.1287671232876
3,West DC,West,22,Drug 22,Gastro,Standard,245,11439,10890,20,549,95.2006294256491,5.47945205479452,175.15068493150685,-69.84931506849315
3,West DC,West,23,Drug 23,CNS,Standard,721,36362,32259,44,4103,88.71624223090039,12.054794520547945,484.15342465753423,-236.84657534246577
3,West DC,West,24,Drug 24,Vitamin,Standard,450,32070,29609,38,2461,92.32616152167134,10.41095890410959,371.7013698630137,-78.29863013698628
3,West DC,West,25,Drug 25,Analgesic,Standard,807,40944,40215,8,729,98.21951934349356,2.191780821917808,635.7561643835617,-171.24383561643833
4,South DC,South,1,Drug 01,Analgesic,Critical,959,46265,44886,14,1379,97.01934507727223,3.835616438356164,698.4438356164384,-260.5561643835616
4,South DC,South,2,Drug 02,Antibiotic,Critical,428,34520,31850,39,2670,92.26535341830822,10.684931506849315,369.44109589041096,-58.55890410958904
4,South DC,South,3,Drug 03,Cardiac,Critical,1007,49667,47556,22,2111,95.74969295508083,6.027397260273973,726.7095890410959,-280.2904109589041
4,South DC,South,4,Drug 04,Diabetes,Critical,841,51742,48875,24,2867,94.45904680916857,6.575342465753424,669.4410958904109,-171.5589041095891
4,South DC,South,5,Drug 05,Respiratory,Critical,401,21557,21011,12,546,97.4671800343276,3.287671232876712,324.9945205479452,-76.00547945205477
4,South DC,South,6,Drug 06,Gastro,Critical,975,59616,55946,27,3670,93.84393451422437,7.397260273972603,755.9479452054794,-219.0520547945206
4,South DC,South,7,Drug 07,CNS,Critical,204,16978,15464,43,1514,91.0825774531747,11.780821917808218,180.6109589041096,-23.389041095890406
4,South DC,South,8,Drug 08,Vitamin,Critical,750,40863,38005,29,2858,93.00589775591611,7.945205479452055,549.6712328767123,-200.32876712328766
4,South DC,South,9,Drug 09,Analgesic,High,1072,48229,46796,14,1433,97.02875863069937,3.835616438356164,745.613698630137,-326.38630136986296
4,South DC,South,10,Drug 10,Antibiotic,High,611,30266,29611,10,655,97.83585541531752,2.73972602739726,466.5753424657534,-144.4246575342466
4,South DC,South,11,Drug 11,Cardiac,High,363,30968,28022,43,2946,90.48695427538104,11.780821917808218,325.7780821917808,-37.22191780821919
4,South DC,South,12,Drug 12,Diabetes,High,686,36141,35276,14,865,97.60659638637559,3.835616438356164,522.5424657534246,-163.4575342465754
4,South DC,South,13,Drug 13,Respiratory,High,466,31023,29286,29,1737,94.4009283434871,7.945205479452055,376.3917808219178,-89.60821917808221
4,South DC,South,14,Drug 14,Gastro,High,1028,61422,59869,12,1553,97.47158998404481,3.287671232876712,845.6219178082192,-182.37808219178078
4,South DC,South,15,Drug 15,CNS,High,602,35640,34353,18,1287,96.38888888888889,4.931506849315069,491.56164383561645,-110.43835616438355
4,South DC,South,16,Drug 16,Vitamin,High,354,18558,17326,29,1232,93.3613535941373,7.945205479452055,261.83561643835617,-92.16438356164383
4,South DC,South,17,Drug 17,Analgesic,High,394,20653,18915,35,1738,91.58475766232509,9.58904109589041,274.3753424657534,-119.62465753424658
4,South DC,South,18,Drug 18,Antibiotic,Standard,1136,54982,54329,9,653,98.81233858353643,2.4657534246575343,864.3726027397261,-271.62739726027394
4,South DC,South,19,Drug 19,Cardiac,Standard,809,55403,51629,29,3774,93.18809450751765,7.945205479452055,690.4246575342465,-118.57534246575347
4,South DC,South,20,Drug 20,Diabetes,Standard,414,32256,29003,44,3253,89.91505456349206,12.054794520547945,357.5232876712329,-56.47671232876712
4,South DC,South,21,Drug 21,Respiratory,Standard,1079,53900,51244,23,2656,95.07235621521336,6.301369863013699,723.613698630137,-355.38630136986296
4,South DC,South,22,Drug 22,Gastro,Standard,245,12683,12059,22,624,95.08002838445162,6.027397260273973,187.61917808219178,-57.38082191780822
4,South DC,South,23,Drug 23,CNS,Standard,721,41243,38488,29,2755,93.32007855878574,7.945205479452055,536.7479452054795,-184.25205479452052
4,South DC,South,24,Drug 24,Vitamin,Standard,450,35872,34400,21,1472,95.89652096342552,5.7534246575342465,426.3643835616438,-23.63561643835618
4,South DC,South,25,Drug 25,Analgesic,Standard,807,45392,41525,36,3867,91.48087768769827,9.863013698630137,600.4164383561643,-206.58356164383565
5,East DC,East,1,Drug 01,Analgesic,Critical,959,48380,45987,23,2393,95.05374121537825,6.301369863013699,731.2986301369863,-227.70136986301372
5,East DC,East,2,Drug 02,Antibiotic,Critical,428,36526,34169,31,2357,93.54706236653342,8.493150684931507,411.88493150684934,-16.11506849315066
5,East DC,East,3,Drug 03,Cardiac,Critical,1007,52660,49304,32,3356,93.62704139764527,8.767123287671232,696.0630136986301,-310.93698630136987
5,East DC,East,4,Drug 04,Diabetes,Critical,841,53915,51539,21,2376,95.59306315496615,5.7534246575342465,711.654794520548,-129.34520547945203
5,East DC,East,5,Drug 05,Respiratory,Critical,401,23122,20918,39,2204,90.46795259925612,10.684931506849315,288.7369863013699,-112.26301369863012
5,East DC,East,6,Drug 06,Gastro,Critical,975,63432,58511,34,4921,92.24208601336865,9.315068493150685,736.0767123287671,-238.92328767123286
5,East DC,East,7,Drug 07,CNS,Critical,204,17986,16847,33,1139,93.66729678638941,9.04109589041096,196.57534246575344,-7.424657534246563
5,East DC,East,8,Drug 08,Vitamin,Critical,750,42615,39945,28,2670,93.73460049278422,7.671232876712328,584.7095890410959,-165.2904109589041
5,East DC,East,9,Drug 09,Analgesic,High,1072,50549,49322,12,1227,97.5726522779877,3.287671232876712,767.0027397260274,-304.99726027397264
5,East DC,East,10,Drug 10,Antibiotic,High,611,31972,31556,8,416,98.69886150381583,2.191780821917808,465.52876712328765,-145.47123287671235
5,East DC,East,11,Drug 11,Cardiac,High,363,32595,28685,51,3910,88.004295137291,13.972602739726028,333.82191780821915,-29.178082191780845
5,East DC,East,12,Drug 12,Diabetes,High,686,37722,36097,21,1625,95.69216902603256,5.7534246575342465,518.2986301369863,-167.70136986301372
5,East DC,East,13,Drug 13,Respiratory,High,466,32446,30365,36,2081,93.58626641188437,9.863013698630137,372.57260273972605,-93.42739726027395
5,East DC,East,14,Drug 14,Gastro,High,1028,66123,60574,41,5549,91.60806375996249,11.232876712328768,781.2986301369863,-246.70136986301372
5,East DC,East,15,Drug 15,CNS,High,602,37843,35787,25,2056,94.56702692704067,6.8493150684931505,508.8,-93.19999999999999
5,East DC,East,16,Drug 16,Vitamin,High,354,19703,18439,30,1264,93.5847332893468,8.219178082191782,263.1178082191781,-90.88219178082193
5,East DC,East,17,Drug 17,Analgesic,High,394,21584,20791,18,793,96.32598220904373,4.931506849315069,294.90410958904107,-99.09589041095893
5,East DC,East,18,Drug 18,Antibiotic,Standard,1136,57947,57304,7,643,98.89036533383954,1.917808219178082,879.986301369863,-256.013698630137
5,East DC,East,19,Drug 19,Cardiac,Standard,809,58069,53197,34,4872,91.6099812292273,9.315068493150685,682.2712328767124,-126.72876712328764
5,East DC,East,20,Drug 20,Diabetes,Standard,414,33633,29962,48,3671,89.08512472868908,13.150684931506849,354.1397260273973,-59.86027397260273
5,East DC,East,21,Drug 21,Respiratory,Standard,1079,56780,52043,35,4737,91.65727368791828,9.58904109589041,747.5835616438357,-331.41643835616435
5,East DC,East,22,Drug 22,Gastro,Standard,245,13361,12919,16,442,96.69186438140858,4.383561643835616,201.55890410958904,-43.44109589041096
5,East DC,East,23,Drug 23,CNS,Standard,721,42617,41711,9,906,97.8740878053359,2.4657534246575343,606.5095890410959,-114.49041095890414
5,East DC,East,24,Drug 24,Vitamin,Standard,450,37475,35314,28,2161,94.23348899266178,7.671232876712328,429.08493150684933,-20.91506849315067
5,East DC,East,25,Drug 25,Analgesic,Standard,807,48278,46427,21,1851,96.16595550768466,5.7534246575342465,614.4575342465754,-192.5424657534246
